[0.9486833, -0.3162278, 1, 0, 0, 0, 1]
[1, 0, 0.9701425, 0.2425356, 0, 0, 0]
[0.9486833, 0.3162278, 0.8320503, 0.5547002, 0, 0, 0]
[0.8320503, 0.5547002, 0.4472136, 0.8944272, -1, 0, -1]
[0.7808688, 0.6246951, -0.4472136, 0.8944272, 0, 0, -1]
[0.7071068, 0.7071068, -0.5547002, 0.8320503, 0, 0, 0]
[0.6, 0.8, -0.4472136, 0.8944272, 0, 0, 1]
[0.4472136, 0.8944272, 0, 1, 0, 0, 1]
[-0.2425356, 0.9701425, 0, 1, 0, 0, 0]
[-0.4472136, 0.8944272, 0, 1, 0, 0, -1]
[-0.6, 0.8, 0, 1, -1, 0, -1]
[-0.7592566, 0.6507913, -0.7071068, 0.7071068, 0, 0, -1]
[-0.8137335, 0.5812382, -0.7071068, 0.7071068, 0, 0, 0]
[-0.8682432, 0.4961389, -0.7071068, 0.7071068, 0, 0, 0]
[-0.8320503, 0.5547002, -0.8944272, 0.4472136, 0, 0, -1]
[-0.7808688, 0.6246951, -0.8944272, 0.4472136, 0, 0, -1]
[-0.857493, 0.5144958, -0.8944272, 0.4472136, -1, 0, -1]
[-0.7071068, 0.7071068, -0.9284767, 0.3713907, 0, 0, -1]
[-0.8320503, 0.5547002, -0.9701425, 0.2425356, 0, 0, 2]
[-0.8944272, 0.4472136, -1, 0, 0, 0, 1]
[-0.9701425, 0.2425356, -0.8944272, -0.4472136, 1, 0, 1]
[0, -1, 0, -1, 0, 0, 1]
[0.2425356, -0.9701425, 0.4472136, -0.8944272, 0, 0, 2]
[0.4472136, -0.8944272, 0.5547002, -0.8320503, 0, 0, 2]
[0.6, -0.8, 0.6, -0.8, 0, 0, 2]
[0.5144958, -0.857493, 0.6, -0.8, 0, 0, 2]
[0.4472136, -0.8944272, 0.3713907, -0.9284767, 0, 0, 2]
[0.5547002, -0.8320503, 0.3713907, -0.9284767, 0, 0, 1]
[0.6401844, -0.7682213, 0.3713907, -0.9284767, 0, 0, 1]
[0.7071068, -0.7071068, 0.6, -0.8, 1, 0, 1]
[-0.4472136, -0.8944272, 0.7071068, -0.7071068, 0, 0, 1]
[0, -1, 0.8944272, -0.4472136, 0, 0, 0]
[0, -1, 1, 0, 0, 0, 0]
[-0.7071068, -0.7071068, 0.8944272, 0.4472136, 0, 0, 0]
[-0.8944272, -0.4472136, 0.7071068, 0.7071068, 0, 0, 0]
[-0.9486833, -0.3162278, 0.5144958, 0.857493, 0, 0, 0]
[-1, 0, 0.1961161, 0.9805807, 0, 0, -1]
[-0.9486833, 0.3162278, -0.1961161, 0.9805807, 0, 0, -1]
[-0.8320503, 0.5547002, -0.5144958, 0.857493, 0, 0, -1]
[-0.7071068, 0.7071068, -0.7071068, 0.7071068, 0, 0, -1]
[-0.6, 0.8, -0.857493, 0.5144958, 0, 0, -1]
[-0.7071068, 0.7071068, -0.9486833, 0.3162278, 0, 0, -1]
[-0.7808688, 0.6246951, -0.9899495, 0.1414214, 0, 0, -1]
[-0.7071068, 0.7071068, -0.9899495, -0.1414214, 0, 0, 2]
[-0.2747211, 0.961524, -0.9863939, -0.164399, 0, 0, 1]
[-0.3939193, 0.919145, -0.9284767, -0.3713907, 0, 0, 2]
[-0.4961389, 0.8682432, -0.9284767, -0.3713907, 0, 0, -1]
[-0.5547002, 0.8320503, -0.9284767, -0.3713907, 0, 0, -1]
[-0.6246951, 0.7808688, -0.9701425, -0.2425356, 0, 0, 0]
[-0.7071068, 0.7071068, -1, 0, 0, 0, 0]
[-0.8, 0.6, -0.8944272, 0.4472136, 0, 0, 0]
[-0.8944272, 0.4472136, -0.4472136, 0.8944272, 0, 0, 0]
[-0.8320503, 0.5547002, 0, 1, 0, 0, 1]
[-0.7071068, 0.7071068, 0, 1, 0, 0, 1]
[-0.4472136, 0.8944272, 0.2425356, 0.9701425, 1, 0, 1]
[0.7071068, -0.7071068, 0.6, 0.8, 0, 0, 1]
[0.8320503, -0.5547002, 0.7808688, 0.6246951, 0, 0, 1]
[0.8944272, -0.4472136, 0.8944272, 0.4472136, 0, 0, 1]
[0.9284767, -0.3713907, 0.9863939, 0.164399, 0, 0, 2]
[0.9486833, -0.3162278, 1, 0, 0, 0, 1]
[0.9863939, -0.164399, 0.961524, -0.2747211, 0, 0, 2]
[0.9805807, -0.1961161, 0.8944272, -0.4472136, 0, -1, 2]
[0.9701425, 0.2425356, 0.8320503, -0.5547002, 0, 0, 2]
[0.8944272, 0.4472136, 0.7071068, -0.7071068, 0, 0, -1]
[0.9284767, 0.3713907, 0.7071068, -0.7071068, 0, 1, 0]
[0.857493, -0.5144958, 0.7071068, -0.7071068, 0, 0, 0]
[0.8944272, -0.4472136, 0, -1, 0, 0, -1]
[0.8320503, -0.5547002, -0.3162278, -0.9486833, 0, 0, 2]
[0.7682213, -0.6401844, -0.3162278, -0.9486833, 0, 0, 2]
[0.7071068, -0.7071068, -0.4472136, -0.8944272, 0, 0, 2]
[0.6507913, -0.7592566, -0.4472136, -0.8944272, 0, 0, 2]
[0.5812382, -0.8137335, -0.4472136, -0.8944272, 0, 0, 2]
[0.8320503, -0.5547002, -0.2425356, -0.9701425, 0, 0, 1]
[0.7071068, -0.7071068, -0.2425356, -0.9701425, 0, 0, 2]
[0.4472136, -0.8944272, -0.2425356, -0.9701425, 0, 0, -1]
[0, -1, -0.3713907, -0.9284767, 0, 0, -1]
[-0.4472136, -0.8944272, -0.3713907, -0.9284767, 0, 0, 0]
[-0.7071068, -0.7071068, -0.2425356, -0.9701425, 0, 0, 0]
[-0.8944272, -0.4472136, -0.4472136, -0.8944272, 0, 0, 0]
[-0.9486833, -0.3162278, -1, 0, 0, 0, 0]
[-1, 0, -0.4472136, 0.8944272, 0, 1, 0]
[0.7071068, 0.7071068, -0.2425356, 0.9701425, 0, 0, 0]
[0.4472136, 0.8944272, -0.164399, 0.9863939, 0, 0, 0]
[0.3162278, 0.9486833, -0.164399, 0.9863939, 0, 0, 1]
[0.5547002, 0.8320503, 0, 1, 0, 0, 1]
[0.7071068, 0.7071068, 0.2747211, 0.961524, 1, 0, 1]
[0.3162278, -0.9486833, 0.3939193, 0.919145, 0, 0, 1]
[0.2425356, -0.9701425, 0.5547002, 0.8320503, 0, 0, 2]
[0.4472136, -0.8944272, 0.7071068, 0.7071068, 0, 0, 2]
[0.5547002, -0.8320503, 0.8944272, 0.4472136, 0, 0, 2]
[0.7071068, -0.7071068, 1, 0, 0, 0, 2]
[0.8944272, -0.4472136, 0.8944272, -0.4472136, 0, 0, 2]
[-0.7071068, 0.7071068, 0.7071068, -0.7071068, 0, 0, -1]
[-0.6246951, 0.7808688, 0.5144958, -0.857493, 0, 0, 2]
[-0.5547002, 0.8320503, 0.3939193, -0.919145, 0, 0, 2]
[-0.6401844, 0.7682213, 0.2425356, -0.9701425, 0, 0, 2]
[-0.5812382, 0.8137335, 0, -1, 0, 0, -1]
[-0.4961389, 0.8682432, -0.2425356, -0.9701425, 0, 0, -1]
[-0.3939193, 0.919145, -0.4472136, -0.8944272, 0, 0, -1]
[-0.4472136, 0.8944272, -0.5812382, -0.8137335, 0, 0, -1]
[-0.5144958, 0.857493, -0.7071068, -0.7071068, 0, 0, -1]
[-0.6, 0.8, -0.8320503, -0.5547002, 0, 0, 0]
[-0.7071068, 0.7071068, -0.9486833, -0.3162278, 0, 0, 0]
[-0.8320503, 0.5547002, -1, 0, 0, 0, 0]
[-0.9486833, 0.3162278, -0.9805807, 0.1961161, 0, 0, 0]
[-1, 0, -0.857493, 0.5144958, 0, 0, 0]
[-1, 0, -0.7071068, 0.7071068, 0, 0, 0]
[-1, 0, -0.5812382, 0.8137335, 0, 0, 0]
[-1, 0, -0.4472136, 0.8944272, 0, 0, 0]
[1.192093E-07, -1, -0.529999, 0.8479983, 0, 0, -1]
[-0.7071068, -0.7071068, -0.4061384, 0.9138116, 0, 0, 0]
[-1, 0, -0.2169305, 0.9761871, 0, 0, 1]
[-0.7071068, 0.7071068, 0, 1, 0, 0, 1]
[-0.4472136, 0.8944272, 0.2169305, 0.9761871, 0, 0, 1]
[-0.3162278, 0.9486833, 0.3511235, 0.9363292, 0, 0, 1]
[-0.2425356, 0.9701425, 0.4961389, 0.8682432, 0, 0, 1]
[0, 1, 0.6401844, 0.7682213, 0, 0, 1]
[0, 1, 0.7808688, 0.6246951, 0, -1, 2]
[-0.8320503, 0.5547002, 0.9284767, 0.3713907, 0, 0, 2]
[-0.7071068, 0.7071068, 1, 0, 0, 0, 2]
[-0.6, 0.8, 0.9284767, -0.3713907, 0, 0, 2]
[-0.4472136, 0.8944272, 0.8, -0.6, 0, 0, -1]
[-0.2425356, 0.9701425, 0.8, -0.6, 0, 0, -1]
[0, 1, 0.6, -0.8, 0, 0, -1]
[-0.1414214, 0.9899495, 0.5144958, -0.857493, 0, 0, 2]
[0, 1, 0.1961161, -0.9805807, 0, 0, -1]
[0.1414214, 0.9899495, 0, -1, 0, 0, 0]
[0.164399, 0.9863939, -0.3162278, -0.9486833, 0, 1, 0]
